=======================================================
ALL-GRID MATHEMATICAL PATTERN REPORT
Target Character: 'A'
Total File Size: 243496 characters
Grid Dimensions: 100 cols x 2435 rows
=======================================================

Row 0001 [Slots      0..    99] | Count: 25 | Type: IRREGULAR_CLUSTER  | Formula: Start #5, Deltas: 1.8.2.2.1.1...
Row 1837 [Slots 183600..183699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1838 [Slots 183700..183799] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #183719, Deltas: 39.18
Row 1839 [Slots 183800..183899] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 183816 + (48 * k) [k=0..1]
Row 1840 [Slots 183900..183999] | Count:  1 | Type: SINGLE             | Formula: Slot #183920 (Offset +20)
Row 1841 [Slots 184000..184099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1842 [Slots 184100..184199] | Count:  1 | Type: SINGLE             | Formula: Slot #184156 (Offset +56)
Row 1843 [Slots 184200..184299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 184225 + (66 * k) [k=0..1]
Row 1844 [Slots 184300..184399] | Count:  1 | Type: SINGLE             | Formula: Slot #184361 (Offset +61)
Row 1845 [Slots 184400..184499] | Count:  1 | Type: SINGLE             | Formula: Slot #184420 (Offset +20)
Row 1846 [Slots 184500..184599] | Count:  5 | Type: IRREGULAR_CLUSTER  | Formula: Start #184508, Deltas: 46.5.7.13
Row 1847 [Slots 184600..184699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1848 [Slots 184700..184799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1849 [Slots 184800..184899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1850 [Slots 184900..184999] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #184903, Deltas: 22.19
Row 1851 [Slots 185000..185099] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 185011 + (63 * k) [k=0..1]
Row 1852 [Slots 185100..185199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 185116 + (73 * k) [k=0..1]
Row 1853 [Slots 185200..185299] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #185241, Deltas: 25.11
Row 1854 [Slots 185300..185399] | Count:  1 | Type: SINGLE             | Formula: Slot #185332 (Offset +32)
Row 1855 [Slots 185400..185499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1856 [Slots 185500..185599] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #185518, Deltas: 21.8.19
Row 1857 [Slots 185600..185699] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #185636, Deltas: 19.29.11
Row 1858 [Slots 185700..185799] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #185718, Deltas: 52.19
Row 1859 [Slots 185800..185899] | Count:  1 | Type: SINGLE             | Formula: Slot #185865 (Offset +65)
Row 1860 [Slots 185900..185999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1861 [Slots 186000..186099] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 186086 + (4 * k) [k=0..1]
Row 1862 [Slots 186100..186199] | Count:  1 | Type: SINGLE             | Formula: Slot #186112 (Offset +12)
Row 1863 [Slots 186200..186299] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #186209, Deltas: 16.5.52
Row 1864 [Slots 186300..186399] | Count:  1 | Type: SINGLE             | Formula: Slot #186314 (Offset +14)
Row 1865 [Slots 186400..186499] | Count:  2 | Type: SOLID_RUN          | Formula: Start #186408, Solid Run of 2 (AAAA...)
Row 1866 [Slots 186500..186599] | Count:  1 | Type: SINGLE             | Formula: Slot #186559 (Offset +59)
Row 1867 [Slots 186600..186699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 186609 + (85 * k) [k=0..1]
Row 1868 [Slots 186700..186799] | Count:  1 | Type: SINGLE             | Formula: Slot #186763 (Offset +63)
Row 1869 [Slots 186800..186899] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #186806, Deltas: 21.72
Row 1870 [Slots 186900..186999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 186917 + (72 * k) [k=0..1]
Row 1871 [Slots 187000..187099] | Count:  1 | Type: SINGLE             | Formula: Slot #187048 (Offset +48)
Row 1872 [Slots 187100..187199] | Count:  1 | Type: SINGLE             | Formula: Slot #187167 (Offset +67)
Row 1873 [Slots 187200..187299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1874 [Slots 187300..187399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1875 [Slots 187400..187499] | Count:  1 | Type: SINGLE             | Formula: Slot #187424 (Offset +24)
Row 1876 [Slots 187500..187599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 187500 + (14 * k) [k=0..1]
Row 1877 [Slots 187600..187699] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #187605, Deltas: 27.57
Row 1878 [Slots 187700..187799] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #187711, Deltas: 61.24
Row 1879 [Slots 187800..187899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1880 [Slots 187900..187999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 187911 + (18 * k) [k=0..1]
Row 1881 [Slots 188000..188099] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 188014 + (37 * k) [k=0..1]
Row 1882 [Slots 188100..188199] | Count:  1 | Type: SINGLE             | Formula: Slot #188135 (Offset +35)
Row 1883 [Slots 188200..188299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1884 [Slots 188300..188399] | Count:  1 | Type: SINGLE             | Formula: Slot #188343 (Offset +43)
Row 1885 [Slots 188400..188499] | Count:  1 | Type: SINGLE             | Formula: Slot #188462 (Offset +62)
Row 1886 [Slots 188500..188599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1887 [Slots 188600..188699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 188656 + (20 * k) [k=0..1]
Row 1888 [Slots 188700..188799] | Count:  1 | Type: SINGLE             | Formula: Slot #188740 (Offset +40)
Row 1889 [Slots 188800..188899] | Count:  1 | Type: SINGLE             | Formula: Slot #188860 (Offset +60)
Row 1890 [Slots 188900..188999] | Count:  1 | Type: SINGLE             | Formula: Slot #188938 (Offset +38)
Row 1891 [Slots 189000..189099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1892 [Slots 189100..189199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 189130 + (29 * k) [k=0..1]
Row 1893 [Slots 189200..189299] | Count:  1 | Type: SINGLE             | Formula: Slot #189221 (Offset +21)
Row 1894 [Slots 189300..189399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 189326 + (59 * k) [k=0..1]
Row 1895 [Slots 189400..189499] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #189404, Deltas: 43.24
Row 1896 [Slots 189500..189599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1897 [Slots 189600..189699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1898 [Slots 189700..189799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 189718 + (77 * k) [k=0..1]
Row 1899 [Slots 189800..189899] | Count:  5 | Type: IRREGULAR_CLUSTER  | Formula: Start #189809, Deltas: 13.33.16.14
Row 1900 [Slots 189900..189999] | Count:  1 | Type: SINGLE             | Formula: Slot #189994 (Offset +94)
Row 1901 [Slots 190000..190099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1902 [Slots 190100..190199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1903 [Slots 190200..190299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1904 [Slots 190300..190399] | Count:  1 | Type: SINGLE             | Formula: Slot #190351 (Offset +51)
Row 1905 [Slots 190400..190499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 190448 + (20 * k) [k=0..1]
Row 1906 [Slots 190500..190599] | Count:  1 | Type: SINGLE             | Formula: Slot #190586 (Offset +86)
Row 1907 [Slots 190600..190699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 190672 + (21 * k) [k=0..1]
Row 1908 [Slots 190700..190799] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #190747, Deltas: 29.13
Row 1909 [Slots 190800..190899] | Count:  1 | Type: SINGLE             | Formula: Slot #190851 (Offset +51)
Row 1910 [Slots 190900..190999] | Count:  1 | Type: SINGLE             | Formula: Slot #190948 (Offset +48)
Row 1911 [Slots 191000..191099] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 191057 + (7 * k) [k=0..1]
Row 1912 [Slots 191100..191199] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #191138, Deltas: 27.29
Row 1913 [Slots 191200..191299] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #191219, Deltas: 10.27.19
Row 1914 [Slots 191300..191399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 191336 + (9 * k) [k=0..1]
Row 1915 [Slots 191400..191499] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #191429, Deltas: 1.58
Row 1916 [Slots 191500..191599] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #191512, Deltas: 32.33
Row 1917 [Slots 191600..191699] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #191616, Deltas: 40.30
Row 1918 [Slots 191700..191799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 191719 + (75 * k) [k=0..1]
Row 1919 [Slots 191800..191899] | Count:  1 | Type: SINGLE             | Formula: Slot #191839 (Offset +39)
Row 1920 [Slots 191900..191999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1921 [Slots 192000..192099] | Count:  1 | Type: SINGLE             | Formula: Slot #192095 (Offset +95)
Row 1922 [Slots 192100..192199] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #192142, Deltas: 26.10
Row 1923 [Slots 192200..192299] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #192233, Deltas: 29.15.4
Row 1924 [Slots 192300..192399] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #192331, Deltas: 5.12
Row 1925 [Slots 192400..192499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 192407 + (67 * k) [k=0..1]
Row 1926 [Slots 192500..192599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1927 [Slots 192600..192699] | Count:  1 | Type: SINGLE             | Formula: Slot #192608 (Offset +8)
Row 1928 [Slots 192700..192799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1929 [Slots 192800..192899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1930 [Slots 192900..192999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1931 [Slots 193000..193099] | Count:  1 | Type: SINGLE             | Formula: Slot #193008 (Offset +8)
Row 1932 [Slots 193100..193199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 193148 + (12 * k) [k=0..1]
Row 1933 [Slots 193200..193299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 193220 + (69 * k) [k=0..1]
Row 1934 [Slots 193300..193399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1935 [Slots 193400..193499] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #193420, Deltas: 33.5
Row 1936 [Slots 193500..193599] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #193574, Deltas: 19.5
Row 1937 [Slots 193600..193699] | Count:  1 | Type: SINGLE             | Formula: Slot #193660 (Offset +60)
Row 1938 [Slots 193700..193799] | Count:  1 | Type: SINGLE             | Formula: Slot #193793 (Offset +93)
Row 1939 [Slots 193800..193899] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #193809, Deltas: 9.50.9
Row 1940 [Slots 193900..193999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1941 [Slots 194000..194099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1942 [Slots 194100..194199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 194135 + (37 * k) [k=0..1]
Row 1943 [Slots 194200..194299] | Count:  1 | Type: SINGLE             | Formula: Slot #194241 (Offset +41)
Row 1944 [Slots 194300..194399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1945 [Slots 194400..194499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 194469 + (24 * k) [k=0..1]
Row 1946 [Slots 194500..194599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 194540 + (4 * k) [k=0..1]
Row 1947 [Slots 194600..194699] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #194638, Deltas: 3.12
Row 1948 [Slots 194700..194799] | Count:  1 | Type: SINGLE             | Formula: Slot #194705 (Offset +5)
Row 1949 [Slots 194800..194899] | Count:  1 | Type: SINGLE             | Formula: Slot #194831 (Offset +31)
Row 1950 [Slots 194900..194999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 194940 + (55 * k) [k=0..1]
Row 1951 [Slots 195000..195099] | Count:  5 | Type: IRREGULAR_CLUSTER  | Formula: Start #195003, Deltas: 26.17.37.8
Row 1952 [Slots 195100..195199] | Count:  1 | Type: SINGLE             | Formula: Slot #195174 (Offset +74)
Row 1953 [Slots 195200..195299] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #195232, Deltas: 19.46
Row 1954 [Slots 195300..195399] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #195303, Deltas: 16.49
Row 1955 [Slots 195400..195499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1956 [Slots 195500..195599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 195511 + (18 * k) [k=0..1]
Row 1957 [Slots 195600..195699] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #195601, Deltas: 12.66.16
Row 1958 [Slots 195700..195799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 195744 + (48 * k) [k=0..1]
Row 1959 [Slots 195800..195899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1960 [Slots 195900..195999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 195908 + (35 * k) [k=0..1]
Row 1961 [Slots 196000..196099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1962 [Slots 196100..196199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1963 [Slots 196200..196299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 196220 + (56 * k) [k=0..1]
Row 1964 [Slots 196300..196399] | Count:  1 | Type: SINGLE             | Formula: Slot #196388 (Offset +88)
Row 1965 [Slots 196400..196499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1966 [Slots 196500..196599] | Count:  1 | Type: SINGLE             | Formula: Slot #196505 (Offset +5)
Row 1967 [Slots 196600..196699] | Count:  1 | Type: SINGLE             | Formula: Slot #196695 (Offset +95)
Row 1968 [Slots 196700..196799] | Count:  1 | Type: SINGLE             | Formula: Slot #196742 (Offset +42)
Row 1969 [Slots 196800..196899] | Count:  1 | Type: SINGLE             | Formula: Slot #196853 (Offset +53)
Row 1970 [Slots 196900..196999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1971 [Slots 197000..197099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1972 [Slots 197100..197199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1973 [Slots 197200..197299] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #197222, Deltas: 16.10.30
Row 1974 [Slots 197300..197399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1975 [Slots 197400..197499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 197455 + (12 * k) [k=0..1]
Row 1976 [Slots 197500..197599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 197537 + (10 * k) [k=0..1]
Row 1977 [Slots 197600..197699] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #197652, Deltas: 22.16
Row 1978 [Slots 197700..197799] | Count:  1 | Type: SINGLE             | Formula: Slot #197774 (Offset +74)
Row 1979 [Slots 197800..197899] | Count:  1 | Type: SINGLE             | Formula: Slot #197804 (Offset +4)
Row 1980 [Slots 197900..197999] | Count:  1 | Type: SINGLE             | Formula: Slot #197900 (Offset +0)
Row 1981 [Slots 198000..198099] | Count:  1 | Type: SINGLE             | Formula: Slot #198062 (Offset +62)
Row 1982 [Slots 198100..198199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 198131 + (65 * k) [k=0..1]
Row 1983 [Slots 198200..198299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1984 [Slots 198300..198399] | Count:  1 | Type: SINGLE             | Formula: Slot #198315 (Offset +15)
Row 1985 [Slots 198400..198499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1986 [Slots 198500..198599] | Count:  1 | Type: SINGLE             | Formula: Slot #198585 (Offset +85)
Row 1987 [Slots 198600..198699] | Count:  1 | Type: SINGLE             | Formula: Slot #198671 (Offset +71)
Row 1988 [Slots 198700..198799] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #198756, Deltas: 2.2.22
Row 1989 [Slots 198800..198899] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 198820 + (64 * k) [k=0..1]
Row 1990 [Slots 198900..198999] | Count:  1 | Type: SINGLE             | Formula: Slot #198997 (Offset +97)
Row 1991 [Slots 199000..199099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1992 [Slots 199100..199199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 199146 + (15 * k) [k=0..1]
Row 1993 [Slots 199200..199299] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #199203, Deltas: 45.14.5
Row 1994 [Slots 199300..199399] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #199318, Deltas: 29.6
Row 1995 [Slots 199400..199499] | Count:  1 | Type: SINGLE             | Formula: Slot #199403 (Offset +3)
Row 1996 [Slots 199500..199599] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #199548, Deltas: 2.6
Row 1997 [Slots 199600..199699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 1998 [Slots 199700..199799] | Count:  1 | Type: SINGLE             | Formula: Slot #199760 (Offset +60)
Row 1999 [Slots 199800..199899] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #199812, Deltas: 12.56.9
Row 2000 [Slots 199900..199999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 199968 + (16 * k) [k=0..1]
Row 2001 [Slots 200000..200099] | Count:  1 | Type: SINGLE             | Formula: Slot #200075 (Offset +75)
Row 2002 [Slots 200100..200199] | Count:  1 | Type: SINGLE             | Formula: Slot #200168 (Offset +68)
Row 2003 [Slots 200200..200299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2004 [Slots 200300..200399] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #200323, Deltas: 9.46
Row 2005 [Slots 200400..200499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 200460 + (16 * k) [k=0..1]
Row 2006 [Slots 200500..200599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2007 [Slots 200600..200699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2008 [Slots 200700..200799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2009 [Slots 200800..200899] | Count:  1 | Type: SINGLE             | Formula: Slot #200864 (Offset +64)
Row 2010 [Slots 200900..200999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2011 [Slots 201000..201099] | Count:  1 | Type: SINGLE             | Formula: Slot #201036 (Offset +36)
Row 2012 [Slots 201100..201199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2013 [Slots 201200..201299] | Count:  1 | Type: SINGLE             | Formula: Slot #201215 (Offset +15)
Row 2014 [Slots 201300..201399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2015 [Slots 201400..201499] | Count:  1 | Type: SINGLE             | Formula: Slot #201403 (Offset +3)
Row 2016 [Slots 201500..201599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 201586 + (9 * k) [k=0..1]
Row 2017 [Slots 201600..201699] | Count:  2 | Type: SOLID_RUN          | Formula: Start #201644, Solid Run of 2 (AAAA...)
Row 2018 [Slots 201700..201799] | Count:  1 | Type: SINGLE             | Formula: Slot #201798 (Offset +98)
Row 2019 [Slots 201800..201899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2020 [Slots 201900..201999] | Count:  1 | Type: SINGLE             | Formula: Slot #201939 (Offset +39)
Row 2021 [Slots 202000..202099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2022 [Slots 202100..202199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2023 [Slots 202200..202299] | Count:  1 | Type: SINGLE             | Formula: Slot #202249 (Offset +49)
Row 2024 [Slots 202300..202399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 202306 + (59 * k) [k=0..1]
Row 2025 [Slots 202400..202499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 202413 + (22 * k) [k=0..1]
Row 2026 [Slots 202500..202599] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #202557, Deltas: 33.4
Row 2027 [Slots 202600..202699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 202631 + (24 * k) [k=0..1]
Row 2028 [Slots 202700..202799] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #202700, Deltas: 24.67
Row 2029 [Slots 202800..202899] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #202832, Deltas: 10.1.20
Row 2030 [Slots 202900..202999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 202931 + (64 * k) [k=0..1]
Row 2031 [Slots 203000..203099] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #203038, Deltas: 3.11.47
Row 2032 [Slots 203100..203199] | Count:  1 | Type: SINGLE             | Formula: Slot #203128 (Offset +28)
Row 2033 [Slots 203200..203299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 203227 + (72 * k) [k=0..1]
Row 2034 [Slots 203300..203399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2035 [Slots 203400..203499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2036 [Slots 203500..203599] | Count:  1 | Type: SINGLE             | Formula: Slot #203539 (Offset +39)
Row 2037 [Slots 203600..203699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 203600 + (3 * k) [k=0..1]
Row 2038 [Slots 203700..203799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 203768 + (30 * k) [k=0..1]
Row 2039 [Slots 203800..203899] | Count:  1 | Type: SINGLE             | Formula: Slot #203847 (Offset +47)
Row 2040 [Slots 203900..203999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 203951 + (2 * k) [k=0..1]
Row 2041 [Slots 204000..204099] | Count:  1 | Type: SINGLE             | Formula: Slot #204011 (Offset +11)
Row 2042 [Slots 204100..204199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2043 [Slots 204200..204299] | Count:  1 | Type: SINGLE             | Formula: Slot #204294 (Offset +94)
Row 2044 [Slots 204300..204399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 204382 + (10 * k) [k=0..1]
Row 2045 [Slots 204400..204499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2046 [Slots 204500..204599] | Count:  1 | Type: SINGLE             | Formula: Slot #204535 (Offset +35)
Row 2047 [Slots 204600..204699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2048 [Slots 204700..204799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2049 [Slots 204800..204899] | Count:  1 | Type: SINGLE             | Formula: Slot #204892 (Offset +92)
Row 2050 [Slots 204900..204999] | Count:  1 | Type: SINGLE             | Formula: Slot #204995 (Offset +95)
Row 2051 [Slots 205000..205099] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 205080 + (8 * k) [k=0..1]
Row 2052 [Slots 205100..205199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2053 [Slots 205200..205299] | Count:  1 | Type: SINGLE             | Formula: Slot #205242 (Offset +42)
Row 2054 [Slots 205300..205399] | Count:  1 | Type: SINGLE             | Formula: Slot #205376 (Offset +76)
Row 2055 [Slots 205400..205499] | Count:  1 | Type: SINGLE             | Formula: Slot #205419 (Offset +19)
Row 2056 [Slots 205500..205599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2057 [Slots 205600..205699] | Count:  1 | Type: SINGLE             | Formula: Slot #205692 (Offset +92)
Row 2058 [Slots 205700..205799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 205745 + (37 * k) [k=0..1]
Row 2059 [Slots 205800..205899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2060 [Slots 205900..205999] | Count:  1 | Type: SINGLE             | Formula: Slot #205965 (Offset +65)
Row 2061 [Slots 206000..206099] | Count:  1 | Type: SINGLE             | Formula: Slot #206047 (Offset +47)
Row 2062 [Slots 206100..206199] | Count:  2 | Type: SOLID_RUN          | Formula: Start #206107, Solid Run of 2 (AAAA...)
Row 2063 [Slots 206200..206299] | Count:  1 | Type: SINGLE             | Formula: Slot #206260 (Offset +60)
Row 2064 [Slots 206300..206399] | Count:  5 | Type: IRREGULAR_CLUSTER  | Formula: Start #206326, Deltas: 13.11.28.12
Row 2065 [Slots 206400..206499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2066 [Slots 206500..206599] | Count:  2 | Type: SOLID_RUN          | Formula: Start #206592, Solid Run of 2 (AAAA...)
Row 2067 [Slots 206600..206699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 2068 [Slots 206700..206799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 206745 + (31 * k) [k=0..1]
Row 2069 [Slots 206800..206899] | Count:  1 | Type: SINGLE             | Formula: Slot #206873 (Offset +73)
Row 2070 [Slots 206900..206999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 206919 + (70 * k) [k=0..1]
Row 2071 [Slots 207000..207099] | Count:  1 | Type: SINGLE             | Formula: Slot #207061 (Offset +61)
